ts,ts_iso,topic,device_type,device_id,voltage,shunt_mV,current,power,soc_percent,soh_percent,uptime_ms,raw_payload
1771570026941,2026-02-20T12:47:06,battery/data,battery,esp32_bms,0.028,-0.07,,,100.0,19.31,75706798,"{""uptime_ms"":75706798,""bus_V"":0.028,""shunt_mV"":-0.070,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570031932,2026-02-20T12:47:11,battery/data,battery,esp32_bms,0.024,-0.08,-0.001,,100.0,19.31,75711799,"{""uptime_ms"":75711799,""bus_V"":0.024,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570036926,2026-02-20T12:47:16,battery/data,battery,esp32_bms,0.024,-0.08,-0.001,,100.0,19.31,75716800,"{""uptime_ms"":75716800,""bus_V"":0.024,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570041929,2026-02-20T12:47:21,battery/data,battery,esp32_bms,0.028,-0.07,-0.001,,100.0,19.31,75721801,"{""uptime_ms"":75721801,""bus_V"":0.028,""shunt_mV"":-0.070,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570046948,2026-02-20T12:47:26,battery/data,battery,esp32_bms,0.024,-0.09,-0.001,,100.0,19.31,75726802,"{""uptime_ms"":75726802,""bus_V"":0.024,""shunt_mV"":-0.090,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570051929,2026-02-20T12:47:31,battery/data,battery,esp32_bms,0.024,-0.09,-0.001,,100.0,19.31,75731803,"{""uptime_ms"":75731803,""bus_V"":0.024,""shunt_mV"":-0.090,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570056943,2026-02-20T12:47:36,battery/data,battery,esp32_bms,0.024,-0.07,-0.001,,100.0,19.31,75736804,"{""uptime_ms"":75736804,""bus_V"":0.024,""shunt_mV"":-0.070,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570061931,2026-02-20T12:47:41,battery/data,battery,esp32_bms,0.028,-0.08,-0.001,,100.0,19.31,75741805,"{""uptime_ms"":75741805,""bus_V"":0.028,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570066935,2026-02-20T12:47:46,battery/data,battery,esp32_bms,0.028,-0.08,-0.001,,100.0,19.31,75746806,"{""uptime_ms"":75746806,""bus_V"":0.028,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570071937,2026-02-20T12:47:51,battery/data,battery,esp32_bms,0.028,-0.08,-0.001,,100.0,19.31,75751807,"{""uptime_ms"":75751807,""bus_V"":0.028,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
